"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04810","Regulation of actin cytoskeleton",214,-0.553386445090175,-1.72759201522603,6.59262026028602e-06,0.000200175924266866,0.00015771818804512,2941,"tags=29%, list=13%, signal=25%","FGFR1/DIAPH2/PIP5K1A/ITGA10/CFL2/MYL12A/MYL12B/ITGAV/CDC42/PIKFYVE/BRAF/ARPC5/PIK3CD/PIK3CB/ACTR3/CFL1/FGF5/CYFIP1/RDX/RAC2/PFN1/ARHGEF12/PPP1R12A/ARHGEF7/MSN/ARPC2/PPP1CC/MYL9/EZR/ITGA1/PDGFC/ROCK2/IQGAP1/ROCK1/ITGA4/ABI2/GNG12/FGF1/EGFR/APC/DIAPH1/ACTG1/MYH9/ACTR2/PXN/ACTB/ITGA3/TIAM1/ITGB1/ACTN1/F2R/DOCK1/FN1/PPP1R12B/ITGA6/VCL/NCKAP1L/ACTN4/MYH10/MYLK/IQGAP3/DIAPH3"
"hsa00980","Metabolism of xenobiotics by cytochrome P450",44,0.723946932478127,1.93310728013958,2.20787912454366e-05,0.000614526356331319,0.000484184018540276,2856,"tags=39%, list=13%, signal=34%","EPHX1/AKR1C1/GSTM3/MGST1/CYP1B1/GSTA4/ALDH3A1/MGST2/CBR1/HSD11B1L/GSTP1/HSD11B1/GSTM2/MGST3/ADH5/CYP1A1/GSTM4"
"hsa04512","ECM-receptor interaction",80,-0.660770794312551,-1.84144934400381,2.91361024515238e-05,0.000748573709139149,0.000589799644767687,4021,"tags=46%, list=18%, signal=38%","AGRN/LAMA2/COL4A1/SDC4/ITGB5/ITGB3/LAMA5/COL6A6/LAMA4/FRAS1/LAMB1/ITGA5/ITGA10/TNXB/ITGAV/DAG1/TNC/COL1A1/FREM1/RELN/COL4A5/COL4A2/ITGA1/COL6A3/ITGA4/LAMA3/LAMC1/LAMA1/LAMC2/HMMR/THBS1/ITGA3/ITGB1/FN1/ITGA6/HSPG2/COL4A6"
"hsa05206","MicroRNAs in cancer",187,-0.544138023965938,-1.67939833314294,4.1238775151396e-05,0.000983839350040448,0.000775164946454813,2719,"tags=30%, list=12%, signal=27%","CASP3/FOXP1/TNXB/E2F3/IKBKB/PIK3CD/PIK3CB/TNC/DNMT3B/RDX/ZEB2/IGF2BP1/CCND1/BCL2L2/NOTCH2/HNRNPK/TGFB2/CDC25B/EP300/DICER1/EZR/SHC4/RASSF1/ABCB1/ERBB3/MTOR/ROCK1/ATM/MARCKS/CREBBP/CDK6/EGFR/APC/CDC25A/STMN1/IRS1/ZEB1/THBS1/MET/SLC7A1/PRKCA/BCL2/MMP16/PLAU/CDCA5/PRKCE/TPM1/E2F2/DNMT1/CCNE2/E2F1/CDC25C/BRCA1/EZH2/KIF23/TIMP3"
"hsa03420","Nucleotide excision repair",61,-0.695202623777798,-1.85765380250492,4.47157913509426e-05,0.000995671620747655,0.000784487567560396,3672,"tags=48%, list=16%, signal=40%","GTF2H3/ERCC3/CUL4A/POLR2B/POLR2E/UVSSA/RPA3/POLE3/DDB1/RFC4/ERCC5/POLD3/POLD1/CCNH/GTF2H1/RFC1/ERCC6/ERCC2/DDB2/RFC5/PCNA/RPA1/POLR2A/POLE2/RFC2/CUL4B/POLE/RFC3/LIG1"
"hsa03430","Mismatch repair",23,-0.845087247873884,-1.8713056545588,5.49033897526228e-05,0.001146108261086,0.000903016278826032,2857,"tags=74%, list=13%, signal=65%","PMS2/RPA3/MLH1/MSH6/RFC4/POLD3/POLD1/RFC1/MSH3/RFC5/PCNA/RPA1/MSH2/RFC2/RFC3/EXO1/LIG1"
"hsa04114","Oocyte meiosis",116,-0.597835205374914,-1.7502626373371,0.000100198993661435,0.00196861552252467,0.00155106801333491,2427,"tags=29%, list=11%, signal=26%","YWHAH/SLK/PRKACB/CALM1/PPP1CC/ANAPC15/STAG3/CALM3/ANAPC5/CPEB3/PTTG1/PRKACA/CCNB1/ANAPC1/CDC27/ITPR2/CDK2/SMC3/CCNB2/MAD2L1/ESPL1/PLK1/CDC20/ITPR3/AURKA/PKMYT1/SGO1/SMC1A/CCNE2/CDC25C/CDK1/BUB1/FBXO5/FBXO43"
"hsa04530","Tight junction",155,-0.54790580752766,-1.65227342495236,0.000225617271880634,0.00418645382267398,0.00329849812690985,2657,"tags=36%, list=12%, signal=32%","MPDZ/LLGL1/RAB8A/NEDD4L/AFDN/NHERF1/MYL12A/MYL12B/CDC42/ARPC5/PRKACB/ACTR3/MAPK9/RDX/PALS1/NF2/CCND1/RAPGEF2/MSN/ARPC2/MAPK8/PRKAG2/MYL9/TUBA1C/EZR/TJP2/CGN/MAP3K5/ROCK2/CTTN/ARHGAP17/ROCK1/MAP3K1/PRKACA/AMOTL1/TUBA1B/TUBA1A/ACTG1/MYH9/ACTR2/MAGI1/ACTB/AMOTL2/PCNA/TJP1/TIAM1/ITGB1/ACTN1/PRKAA1/DLG1/ACTN4/PRKCE/MPP4/MYH10/CLDN11/SYNPO"
"hsa05171","Coronavirus disease - COVID-19",203,0.459277852734301,1.53952189132645,0.000242243174903957,0.00425838002199587,0.00335516862747862,5483,"tags=46%, list=24%, signal=35%","TLR2/CFD/IFIH1/MX1/AGTR1/ADAM17/IL6R/RPS27/TLR3/IRF3/OAS2/ISG15/MAPK11/RPS15A/RPS19/TNFRSF1A/RSL24D1/C1S/RPL28/RPL39/CASP1/MX2/NFKBIA/RPS28/CXCL8/MAPK12/RPL13A/JUN/RPS27L/RPS10/RPL37A/C1R/RPL9/RPL13/IKBKG/RPLP1/FAU/RPS9/RPL21/RPL12/RPS11/RPS16/RPS3/MYD88/RPL30/RPL31/RPLP2/RPL10/RPS14/STAT2/RPL18A/RPS5/C5AR1/UBA52/RPS20/RPL27A/RPL36/RPL3/RPL36AL/RPL37/CFB/RPL23A/RPL34/IFNAR1/RPS15/RPS17/RPS13/RPL18/RPS29/RPL29/RPL38/RPS27A/RPS6/C2/MAPK3/RPS21/C8G/MASP1/RPL27/STAT3/RPL26/RPL35A/ACE/IL6/RELA/FOS/RPL14/RPS3A/RPS25/RPL5/RPL22/C3/IFNAR2"
"hsa04216","Ferroptosis",39,0.69515616182168,1.81894793863068,0.000267510397190719,0.00446742363308501,0.0035198736472463,1697,"tags=31%, list=8%, signal=28%","HMOX1/FTL/GCLM/FTH1/SLC7A11/SLC3A2/SAT2/GCLC/SLC40A1/MAP1LC3A/SAT1/GPX4"
"hsa05410","Hypertrophic cardiomyopathy",84,-0.610027011238628,-1.69745655731262,0.000284144612382882,0.0045192524064706,0.00356070942835692,3848,"tags=44%, list=17%, signal=37%","LAMA2/CACNA1C/ITGB5/PRKAA2/ITGB3/EMD/ITGA5/ITGA10/TPM4/ITGAV/SNTB1/TPM2/DAG1/CACNA2D4/DMD/SGCB/SNTB2/TPM3/ATP2A2/TGFB2/PRKAG2/LMNA/ITGA1/CACNG8/ITGA4/CACNA2D1/ACTG1/ACTB/LAMA1/ITGA3/ITGB1/PRKAA1/ITGA6/EDN1/TPM1/SLC8A1/TTN"
"hsa05414","Dilated cardiomyopathy",90,-0.585701767970711,-1.64937653857621,0.000470517186367068,0.00714330637484548,0.00562819600917545,2743,"tags=32%, list=12%, signal=28%","ITGA10/TPM4/ITGAV/SNTB1/TPM2/PRKACB/DAG1/CACNA2D4/DMD/SGCB/SNTB2/TPM3/ATP2A2/TGFB2/LMNA/ITGA1/CACNG8/ITGA4/PRKACA/CACNA2D1/ACTG1/ACTB/LAMA1/ITGA3/ITGB1/ITGA6/TPM1/SLC8A1/TTN"
"hsa05100","Bacterial invasion of epithelial cells",74,-0.620901890445751,-1.71158080729208,0.000830180669324847,0.0120556671110652,0.00949863466046736,4626,"tags=53%, list=21%, signal=42%","ARHGEF26/PIK3CA/PTK2/PIK3R3/CRKL/CLTB/SEPTIN9/SEPTIN6/SEPTIN8/WASF2/CD2AP/ITGA5/CAV2/CBL/CDC42/ARPC5/PIK3CD/PIK3CB/DNM2/ACTR3/ILK/CTNNA1/ELMO3/ARPC2/SHC4/CLTC/SEPTIN11/CTTN/SEPTIN2/ACTG1/ACTR2/PXN/ACTB/ITGB1/MET/DOCK1/FN1/CAV1/VCL"
"hsa05321","Inflammatory bowel disease",55,0.616420057782495,1.72018787147195,0.00173672872487118,0.0231342670726258,0.0182274401769822,2618,"tags=27%, list=12%, signal=24%","TLR2/IFNGR1/IL12RB1/IFNGR2/HLA-DPB1/HLA-DPA1/TGFB3/NFATC1/IL18R1/IL1A/STAT4/RORA/IL4R/JUN/TGFB1"
"hsa04146","Peroxisome",80,0.536879967219941,1.59554966803727,0.00175049224664955,0.0231342670726258,0.0182274401769822,3171,"tags=35%, list=14%, signal=30%","PEX6/PEX16/DDO/PEX11A/HMGCL/SOD1/PRDX1/AMACR/PHYH/ACOT8/PEX5/MLYCD/MPV17/PRDX5/ECH1/PEX26/PAOX/PEX11B/HSD17B4/GNPAT/ABCD4/PEX13/PEX2/PEX11G/NUDT19/PEX12/HACL1/ACSL1"
"hsa05208","Chemical carcinogenesis - reactive oxygen species",212,0.428406774197325,1.44883990564958,0.00180087108948584,0.0231342670726258,0.0182274401769822,3488,"tags=26%, list=16%, signal=23%","HMOX1/NQO1/EPHX1/AKR1C2/AKR1C1/GSTM3/MGST1/CYP1B1/AKR1C3/GSTA4/SOD1/PRKCD/KEAP1/MAPK11/AKR1A1/EGF/MGST2/VEGFA/SRC/COX7A2L/NDUFA13/CBR1/ND3/NDUFA7/NFKBIA/COX7A1/SLC25A6/PPIF/GSTM2/MAPK12/BAD/PRKD2/NCF2/MGST3/NDUFS8/JUN/COX5B/CYP1A1/MAP2K2/NDUFC1/SDHD/GSTM4/IKBKG/NDUFC2/NDUFA3/COX7C/NDUFA2/NDUFB2/NDUFS7/UQCR11/NDUFB11/NDUFA4L2/COX4I1/NDUFA12/MAP2K7/ATP5MC2"
"hsa04914","Progesterone-mediated oocyte maturation",91,-0.560707723379957,-1.58167865991157,0.00221989867349582,0.0249163561972705,0.0196315444352903,3469,"tags=35%, list=15%, signal=30%","ANAPC4/SPDYA/GNAI2/RPS6KA3/MAD1L1/CCNB3/BRAF/PRKACB/PIK3CD/PIK3CB/MAPK9/CDC25B/ANAPC15/ANAPC5/MAPK8/CPEB3/PRKACA/CCNB1/CDC25A/ANAPC1/CDC27/CDK2/CCNB2/MAD2L1/KIF22/PLK1/AURKA/PKMYT1/CDC25C/CDK1/CCNA2/BUB1"
"hsa05222","Small cell lung cancer",91,-0.56061510449573,-1.58141739489492,0.00221989867349582,0.0249163561972705,0.0196315444352903,2719,"tags=38%, list=12%, signal=34%","CASP3/E2F3/ITGAV/IKBKB/PIK3CD/PIK3CB/APAF1/CHUK/CYCS/RB1/CKS2/CCND1/BCL2L1/COL4A5/COL4A2/BIRC2/CDK6/DDB2/SKP2/LAMA3/CDK2/LAMC1/LAMA1/LAMC2/ITGA3/ITGB1/CKS1B/BCL2/FN1/ITGA6/COL4A6/E2F2/CCNE2/RARB/E2F1"
"hsa05205","Proteoglycans in cancer",189,-0.488263239569322,-1.50807405563684,0.00225658918447451,0.0249163561972705,0.0196315444352903,3775,"tags=37%, list=17%, signal=31%","CAMK2G/IGF1R/HPSE/SDC4/ITGB5/ITGB3/FZD6/HBEGF/PLCG1/FGF2/FZD1/ITGA5/FGFR1/CAV2/FZD4/CASP3/ITGAV/CBL/CDC42/BRAF/PRKACB/PIK3CD/PIK3CB/RDX/COL1A1/ARHGEF12/PPP1R12A/CCND1/MSN/SDC2/TGFB2/PPP1CC/PDPK1/ANK3/PTPN11/EZR/HIF1A/ERBB3/MTOR/ROCK2/IQGAP1/CTTN/ROCK1/ANK2/FZD2/DROSHA/RPS6KB2/PRKACA/EGFR/RPS6KB1/ITPR2/ACTG1/PXN/ACTB/TLR4/ANK1/THBS1/TIAM1/ITGB1/MET/PRKCA/FN1/CAV1/PPP1R12B/ITPR3/FLNA/PLAU/HSPG2/PLCE1/TIMP3"
"hsa04014","Ras signaling pathway",211,-0.477263977142423,-1.48953803354963,0.00207530611107704,0.0249163561972705,0.0196315444352903,3033,"tags=39%, list=14%, signal=34%","VEGFC/FGF18/ANGPT2/RALGAPA1/SHC3/AKT3/REL/RASAL3/RAPGEF5/GNG2/LAT/ZAP70/PIK3CA/JMJD7-PLA2G4B/KRAS/CALML4/PLCG2/PIK3R3/NFKB1/MAPK10/GNG11/RASA2/FLT3LG/CSF1R/IGF1R/GNG10/PDGFB/PAK2/SHOC2/PLCG1/FGF2/ETS1/CALM2/GNB1/RASA3/RGL1/FGFR1/AFDN/RALGAPB/GAB2/RALBP1/PLA2G4B/IKBKB/CDC42/ABL2/PRKACB/CALM1/PIK3CD/PIK3CB/RASA1/FGF5/CHUK/MAPK9/RAC2/NF1/BCL2L1/RASAL2/CALM3/PTPN11/MAPK8/PLA2G5/SHC4/STK4/RASSF1/PDGFC/GNB4/ANGPT1/PRKACA/GNG12/FGF1/EGFR/TIAM1/MET/PRKCA/RASGRP3/EPHA2/TEK/BDNF/RASGRF1/KIT/PLCE1/FLT1/KSR2"
"hsa04151","PI3K-Akt signaling pathway",317,-0.435930826840166,-1.40477915407117,0.0023125959344772,0.0249163561972705,0.0196315444352903,3848,"tags=30%, list=17%, signal=25%","LAMA2/CDC37/PPP2R5E/PKN3/IGF1R/GNG10/PDGFB/COL4A1/ITGB5/PRKAA2/ITGB3/LAMA5/COL6A6/FGF2/LAMA4/LPAR3/LAMB1/PPP2R3C/YWHAB/PPP2R3A/ITGA5/GNB1/FGFR1/GSK3B/ITGA10/TNXB/ITGAV/IKBKB/TSC2/YWHAH/SGK3/PIK3CD/PIK3CB/FGF5/CHUK/TNC/TSC1/CREB3L1/PPP2R3B/COL1A1/JAK2/CCND1/BCL2L1/PDPK1/RELN/CREB1/COL4A5/COL4A2/ITGA1/PDGFC/PHLPP2/ERBB3/PKN2/COL6A3/MTOR/GNB4/MYB/ANGPT1/PHLPP1/RPS6KB2/ITGA4/GNG12/FGF1/CDK6/EGFR/RPS6KB1/IL7R/LAMA3/CDK2/IRS1/MAGI1/TLR4/LAMC1/LAMA1/LAMC2/THBS1/ITGA3/ITGB1/MET/F2R/PRKAA1/PRKCA/BCL2/FN1/ITGA6/EPHA2/COL4A6/CCNE2/TEK/BRCA1/BDNF/KIT/PRLR/FLT1"
"hsa00590","Arachidonic acid metabolism",49,0.601796071840534,1.6574112727454,0.00241851188982132,0.0252432178500101,0.0198890780412938,2381,"tags=24%, list=11%, signal=22%","PTGR1/PLA2G4C/PLA2G4A/PTGS2/AKR1C3/ALOX15B/LTA4H/CBR1/GPX4/PLA2G12A/GGT1/ALOXE3"
"hsa04060","Cytokine-cytokine receptor interaction",211,0.419537748393315,1.41694424715913,0.00260010993624139,0.0263162642031704,0.0207345289971403,3915,"tags=27%, list=17%, signal=23%","IL27RA/IL32/IL15RA/IFNGR1/IL12RB1/IL1R1/IL6R/TNFRSF14/IL1R2/GDF5/NGF/IFNGR2/TNFSF12/EPOR/TNFSF13B/TSLP/CXCL2/CXCL16/LIF/TGFB3/ACVRL1/CD40/TNFRSF1A/LTBR/IL18R1/IL17RA/IL15/IL22RA1/ACVR1/IL1A/CXCL8/ACVR2A/GDF15/CXCL1/INHA/RELL2/CCL20/INHBE/CCL26/IL4R/IL13RA2/TNFRSF21/TGFB1/CXCL5/IL1RL2/GDF9/IL17B/CSF1/CXCL3/ACVR2B/CCR1/ACVR1B/CCR10/BMPR1B/IL20RB/IL34/IL10RB"
"hsa05412","Arrhythmogenic right ventricular cardiomyopathy",77,-0.597498275272718,-1.65616904733391,0.00270893706161244,0.0266113228993693,0.0209670051208393,3848,"tags=43%, list=17%, signal=36%","LAMA2/CACNA1C/ITGB5/DSP/ITGB3/EMD/TCF7L1/ITGA5/ITGA10/ITGAV/SNTB1/DAG1/CACNA2D4/DSG2/DMD/SGCB/CTNNA1/SNTB2/ATP2A2/CDH2/LMNA/ITGA1/CACNG8/ITGA4/CACNA2D1/ACTG1/ACTB/LAMA1/ITGA3/ITGB1/GJA1/ITGA6/SLC8A1"
"hsa03040","Spliceosome",149,-0.503517711933324,-1.51769905732304,0.00330965957055435,0.0315836084732901,0.0248846584252207,3505,"tags=39%, list=16%, signal=33%","USP39/CTNNBL1/SRSF8/SF3B4/SNRPD3/RBM17/SNRPA/DHX16/PRPF31/NCBP1/SNU13/CDC40/EFTUD2/CHERP/PLRG1/ALYREF/SRSF7/CDC5L/HNRNPM/HNRNPA3/SNRPB/SF3B3/LSM3/WBP11/PRPF19/DHX8/U2SURP/SF3A3/PRPF4/SNRNP40/SRSF2/SNRPD1/PRPF40A/SRSF10/SRSF1/DDX39B/SF3B1/HNRNPK/HNRNPU/U2AF2/PPIH/DHX15/RBM25/SF3A1/TRA2A/RBMX/ACIN1/FUS/PRPF3/TRA2B/AQR/HSPA8/PRPF38B/THOC2/TCERG1/SNRNP200/PRPF8/DDX46"
"hsa04971","Gastric acid secretion",69,-0.570780352251882,-1.54971397174844,0.00426199145807534,0.0386358072712312,0.0304410709669329,2414,"tags=32%, list=11%, signal=29%","CALML4/GNAI3/MYLK2/CAMK2G/GNAI2/CALM2/PRKACB/CALM1/ATP1B1/PLCB4/CALM3/EZR/KCNK2/PLCB1/SLC4A2/PRKACA/ITPR2/ACTG1/ACTB/PRKCA/ITPR3/MYLK"
"hsa04520","Adherens junction",92,-0.545227336356539,-1.54025009985453,0.00428001457795076,0.0386358072712312,0.0304410709669329,3441,"tags=41%, list=15%, signal=35%","NLK/HEG1/SORBS1/FARP2/WASF2/TCF7L1/NECTIN1/FGFR1/AFDN/MYL12A/MYL12B/CDC42/CTNNA1/RAC2/EP300/YES1/MYL9/ROCK2/CTNND1/IQGAP1/ROCK1/CREBBP/NECTIN3/EGFR/PTPRJ/SSX2IP/ACTG1/ACTB/TGFBR2/TJP1/ACTN1/MET/SMURF2/FER/VCL/ACTN4/ARHGAP29/LMO7"
"hsa04061","Viral protein interaction with cytokine and cytokine receptor",61,0.558698629779835,1.59204209221966,0.00550658306466486,0.0471589421435401,0.0371564309356604,4209,"tags=33%, list=19%, signal=27%","IL6R/TNFRSF14/CXCL2/TNFRSF1A/LTBR/IL18R1/IL22RA1/CXCL8/CXCL1/CCL20/CCL26/CXCL5/CSF1/CXCL3/CCR1/CCR10/IL20RB/IL34/IL10RB/TNFRSF10C"
"hsa04919","Thyroid hormone signaling pathway",115,-0.521678166774776,-1.52435017847218,0.00550054925576181,0.0471589421435401,0.0371564309356604,4346,"tags=40%, list=19%, signal=32%","NCOA1/PIK3CA/KRAS/PLCG2/PIK3R3/MED27/PFKP/MED12L/HDAC2/ITGB3/PLCG1/KAT2B/RCAN2/HDAC3/GSK3B/ITGAV/TSC2/MED13/PRKACB/PIK3CD/PIK3CB/PFKL/NCOA2/ATP1B1/PLCB4/CCND1/NOTCH2/ATP2A2/PDPK1/EP300/MED1/NCOR1/HIF1A/MED13L/MTOR/PLCB1/TBC1D4/CREBBP/PRKACA/SLC16A2/MED14/ACTG1/ACTB/PRKCA/BMP4/PLCE1"
"hsa03410","Base excision repair",44,-0.636886669601563,-1.61029534438258,0.00575213227902534,0.0480303045298616,0.0378429755199036,2578,"tags=45%, list=12%, signal=40%","PNKP/POLE3/RFC4/POLD3/POLD1/HMGB1/RFC1/PARP2/PARP1/PARP4/RFC5/TDP1/PCNA/POLE2/RFC2/FEN1/NEIL3/POLE/RFC3/LIG1"
