"GeneType"	"GeneSymbol"	"ENSG"	"log2FoldChange"	"pvalue"	"padj"	"minus_log10_padj"
protein_coding	SSU72	"ENSG00000160075.11"	0.31547995349366	0.00116357736809325	0.0164869622136863	1.78286
protein_coding	FNDC10	"ENSG00000228594.3"	-0.453139835479661	0.0332912075401139	0.152501149229544	0.816727
protein_coding	MIB2	"ENSG00000197530.12"	0.68193202574316	4.68390107911199e-05	0.00173677187774237	2.76026
protein_coding	CDK11B	"ENSG00000248333.8"	-0.034638626625672	0.746503022905375	0.886478709954089	0.0523317
protein_coding	SLC35E2B	"ENSG00000189339.11"	0.0957343731355685	0.70742399617593	0.864900105560894	0.063034
protein_coding	CDK11A	"ENSG00000008128.22"	0.349220801572227	0.164892964651061	0.401027007846094	0.396826
protein_coding	SLC35E2A	"ENSG00000215790.7"	0.190283263204591	0.504441837027453	0.735518930131196	0.133406
protein_coding	NADK	"ENSG00000008130.15"	-0.0971357961824776	0.285555719656004	0.545075369085977	0.263543
protein_coding	GNB1	"ENSG00000078369.17"	-0.192025663088594	0.140075129543782	0.365539194849371	0.437066
protein_coding	FAAP20	"ENSG00000162585.16"	0.332396218754803	0.0145623246856941	0.0886707564399329	1.05222
protein_coding	SKI	"ENSG00000157933.9"	-0.124909178499084	0.47000477264613	0.709672927579337	0.148942
protein_coding	MORN1	"ENSG00000116151.13"	0.0122321147307163	0.957714347770852	0.982004475086278	0.00788653
protein_coding	RER1	"ENSG00000157916.19"	0.0599561471067683	0.626467686552696	0.818990294312794	0.0867212
protein_coding	PEX10	"ENSG00000157911.10"	0.0750981525642799	0.483512454242326	0.719356886209812	0.143056
protein_coding	PANK4	"ENSG00000157881.13"	-0.0441604647090491	0.716024504397056	0.869921041856917	0.0605202
protein_coding	TNFRSF14	"ENSG00000157873.17"	0.684334812081752	0.00584820307733557	0.0488092469601142	1.3115
protein_coding	PRXL2B	"ENSG00000157870.15"	-0.156629264387319	0.271193577001122	0.530360989081439	0.275428
protein_coding	ARHGEF16	"ENSG00000130762.14"	-0.111285237453618	0.850592293939249	0.935852430872339	0.0287926
protein_coding	MEGF6	"ENSG00000162591.15"	-0.839747101308138	0.000268309150425004	0.00598714999436394	2.22278
protein_coding	TPRG1L	"ENSG00000158109.14"	0.163139335033087	0.312034642769173	0.569161574292376	0.244764
protein_coding	WRAP73	"ENSG00000116213.15"	0.228811321776304	0.154103653581768	0.384897630745616	0.414655
protein_coding	LRRC47	"ENSG00000130764.9"	0.299437466306777	0.00739883884318937	0.0571192607701506	1.24322
protein_coding	CEP104	"ENSG00000116198.12"	0.196741941913204	0.0729033907165196	0.247370348741279	0.606652
protein_coding	DFFB	"ENSG00000169598.15"	-0.173965239920237	0.460016922399943	0.700926544486784	0.154327
protein_coding	C1orf174	"ENSG00000198912.10"	-0.129393056461626	0.311071886501655	0.56852888510584	0.245247
protein_coding	NPHP4	"ENSG00000131697.17"	0.365961253904405	0.060250923158593	0.220092903332544	0.657394
protein_coding	KCNAB2	"ENSG00000069424.14"	0.114634894980841	0.480146690167999	0.717344715238718	0.144272
protein_coding	RPL22	"ENSG00000116251.10"	0.103136218517625	0.509126051589738	0.739023558768783	0.131342
protein_coding	RNF207	"ENSG00000158286.12"	0.245895837774442	0.53762724890415	0.757281671798255	0.120743
protein_coding	ICMT	"ENSG00000116237.15"	-0.275112146033073	0.00091195890363773	0.013985246314428	1.85433
protein_coding	GPR153	"ENSG00000158292.6"	0.631720102502602	0.0162900956282777	0.0954481782370703	1.02023
protein_coding	ACOT7	"ENSG00000097021.19"	-0.210153995367039	0.47655991103839	0.715234361990803	0.145552
protein_coding	TNFRSF25	"ENSG00000215788.10"	0.0527796711602116	0.83467793943414	0.929109802494608	0.031933
protein_coding	PLEKHG5	"ENSG00000171680.21"	0.0561567099821846	0.787360842834291	0.907573008883491	0.0421184
protein_coding	NOL9	"ENSG00000162408.10"	0.121511927505728	0.450437916337896	0.693499763771264	0.158954
protein_coding	ZBTB48	"ENSG00000204859.12"	0.164139233029702	0.33836577722196	0.595827557622036	0.224879
protein_coding	KLHL21	"ENSG00000162413.16"	-0.11768801629134	0.459142399309603	0.700151059243882	0.154808
protein_coding	PHF13	"ENSG00000116273.5"	0.0109261440604912	0.932328510261759	0.970887856222005	0.0128309
protein_coding	THAP3	"ENSG00000041988.15"	0.494837438639606	0.00200517215351954	0.0235967686755208	1.62715
protein_coding	DNAJC11	"ENSG00000007923.15"	-0.0982504571727002	0.52045827172485	0.74665847020702	0.126878
protein_coding	CAMTA1	"ENSG00000171735.18"	0.217526318451491	0.122158589405146	0.338330719746025	0.470659
protein_coding	VAMP3	"ENSG00000049245.12"	-0.122887908467728	0.463327337847521	0.703467399561135	0.152756
protein_coding	PER3	"ENSG00000049246.14"	0.37541659694657	0.397344863003471	0.651145836403884	0.186322
protein_coding	PARK7	"ENSG00000116288.12"	0.0258308210386586	0.872350137838944	0.945094682287165	0.0245247
protein_coding	ERRFI1	"ENSG00000116285.12"	0.437083786173155	0.00540605989957995	0.0462056931554694	1.3353
protein_coding	SLC45A1	"ENSG00000162426.14"	0.146617058145517	0.686392671688389	0.852614097015594	0.0692475
protein_coding	RERE	"ENSG00000142599.17"	-0.248207280006239	0.184676178583675	0.42657042190718	0.370009
protein_coding	ENO1	"ENSG00000074800.15"	-0.345441943716276	0.021836644321814	0.116373621830876	0.934145
protein_coding	SLC2A5	"ENSG00000142583.17"	-0.564073371753813	0.391693092926572	0.646751865761214	0.189262
protein_coding	GPR157	"ENSG00000180758.11"	0.421166932857633	0.0669794171461763	0.233925771316988	0.630922
protein_coding	H6PD	"ENSG00000049239.12"	-0.489181324998389	0.0114853949835709	0.0759860639284795	1.11927
protein_coding	SPSB1	"ENSG00000171621.13"	0.189076962015988	0.482887850897129	0.718929914649681	0.143313
protein_coding	SLC25A33	"ENSG00000171612.6"	0.171363871941388	0.381179346467621	0.637920487023224	0.195233
protein_coding	TMEM201	"ENSG00000188807.12"	-0.381038225866363	0.100159519588133	0.301611676561759	0.520552
protein_coding	PIK3CD	"ENSG00000171608.15"	-0.301686438643945	0.107720183417932	0.313858977046523	0.503265
protein_coding	CLSTN1	"ENSG00000171603.17"	-0.162561729128129	0.281449940503815	0.540979086157301	0.26682
protein_coding	CTNNBIP1	"ENSG00000178585.14"	-0.166735550585615	0.535436514048151	0.75551085558517	0.121759
protein_coding	LZIC	"ENSG00000162441.11"	0.118269181893145	0.409457802282318	0.659824648737322	0.180571
protein_coding	NMNAT1	"ENSG00000173614.13"	0.0994221525067618	0.538388722866145	0.757863165365867	0.120409
protein_coding	UBE4B	"ENSG00000130939.18"	-0.0416435236844712	0.774170271812494	0.900644107550109	0.0454468
protein_coding	KIF1B	"ENSG00000054523.17"	-0.294657748217651	0.102587321632111	0.304797013404077	0.515989
protein_coding	PGD	"ENSG00000142657.20"	0.53780993722526	0.0422336408674635	0.177084289949483	0.75182
protein_coding	CENPS	"ENSG00000175279.21"	-0.0977613759437804	0.748211364673685	0.887071741149133	0.0520413
protein_coding	DFFA	"ENSG00000160049.11"	0.140593511020495	0.27433210116432	0.533002385291365	0.273271
protein_coding	PEX14	"ENSG00000142655.12"	0.00860033422187503	0.955288857681227	0.980576186166309	0.00851866
protein_coding	CASZ1	"ENSG00000130940.14"	0.139954508786521	0.773863427858912	0.900644107550109	0.0454468
protein_coding	TARDBP	"ENSG00000120948.17"	-0.203242263998735	0.164319525235624	0.400286669571824	0.397629
protein_coding	SRM	"ENSG00000116649.9"	-0.0676442953414008	0.759254413081158	0.893088180255746	0.0491057
protein_coding	EXOSC10	"ENSG00000171824.13"	-0.333639741334331	0.0528937321755832	0.202890883121267	0.692737
protein_coding	MTOR	"ENSG00000198793.12"	-0.357512554714731	0.00867013039831147	0.063354429169232	1.19822
protein_coding	UBIAD1	"ENSG00000120942.13"	0.240678553762965	0.177307565577457	0.416653710578121	0.380225
protein_coding	FBXO2	"ENSG00000116661.10"	2.41298680632358	0.0155275263584294	0.0925813231594993	1.03348
protein_coding	FBXO44	"ENSG00000132879.13"	0.651696236516235	0.00165648601560179	0.02098356344127	1.67812
protein_coding	FBXO6	"ENSG00000116663.10"	1.24274998817527	1.97773085472372e-05	0.000939748795294308	3.02699
protein_coding	MAD2L2	"ENSG00000116670.14"	0.0990710903731413	0.532837565439424	0.754414584958212	0.12239
protein_coding	AGTRAP	"ENSG00000177674.15"	1.18656123755714	7.46643533434691e-15	1.58992407276821e-11	10.7986
protein_coding	MTHFR	"ENSG00000177000.12"	0.261785345056116	0.384027158043309	0.640120080677067	0.193739
protein_coding	CLCN6	"ENSG00000011021.22"	-0.0346741389085622	0.898302064948479	0.957101275349591	0.0190421
protein_coding	KIAA2013	"ENSG00000116685.15"	0.18720615030175	0.100672297576854	0.302300819436056	0.519561
protein_coding	PLOD1	"ENSG00000083444.16"	0.101307311745767	0.2806332684108	0.53997425531156	0.267627
protein_coding	MFN2	"ENSG00000116688.16"	-0.414241028106215	0.00925739409528561	0.0665136945911131	1.17709
protein_coding	MIIP	"ENSG00000116691.10"	0.248940729445344	0.162708747660935	0.398052944794666	0.400059
protein_coding	TNFRSF1B	"ENSG00000028137.18"	-0.00542818999269202	0.969497277144601	0.987100550212074	0.00563861
protein_coding	VPS13D	"ENSG00000048707.15"	-0.475659385781053	0.0171487008386678	0.0987325356126619	1.00554
protein_coding	DHRS3	"ENSG00000162496.8"	-2.48235638081655	1.2084861565117e-05	0.000705510397157432	3.1515
protein_coding	PRDM2	"ENSG00000116731.22"	-0.351149323703958	0.0176473551641042	0.100863296041464	0.996267
protein_coding	KAZN	"ENSG00000189337.16"	-0.443956790922048	0.016286484640506	0.0954481782370703	1.02023
protein_coding	TMEM51	"ENSG00000171729.13"	-0.0908413216105755	0.685037323789585	0.852208842297409	0.069454
protein_coding	FHAD1	"ENSG00000142621.19"	0.171392337923281	0.616066140408237	0.811297984709354	0.0908196
protein_coding	EFHD2	"ENSG00000142634.12"	-0.551476677808518	0.0314955001705208	0.147447212795786	0.831363
protein_coding	CASP9	"ENSG00000132906.17"	0.236718343976121	0.137446632937731	0.361975178545905	0.441321
protein_coding	DNAJC16	"ENSG00000116138.12"	-0.0284426905593489	0.833932350219914	0.928839991903674	0.0320591
protein_coding	AGMAT	"ENSG00000116771.5"	0.517434070736232	0.126714110165019	0.345617662601972	0.461404
protein_coding	DDI2	"ENSG00000197312.11"	-0.0742809750910275	0.688126896674488	0.853248523141645	0.0689245
protein_coding	PLEKHM2	"ENSG00000116786.12"	0.206645535230394	0.154278481482154	0.385047376847221	0.414486
protein_coding	SLC25A34	"ENSG00000162461.7"	-0.0734292256734227	0.909763068689433	0.961399034328825	0.0170963
protein_coding	FBLIM1	"ENSG00000162458.12"	0.0675619598424032	0.690923080864758	0.855390319216785	0.0678357
protein_coding	UQCRHL	"ENSG00000233954.6"	-0.0348018712258687	0.905117102579352	0.95992773387913	0.0177615
protein_coding	SPEN	"ENSG00000065526.10"	-0.789447961767708	0.00125446898782989	0.0173945253326441	1.75959
protein_coding	ZBTB17	"ENSG00000116809.11"	0.291817331415135	0.0203902307630039	0.1109663306876	0.954809
protein_coding	HSPB7	"ENSG00000173641.17"	1.09294520196572	0.0086954765396045	0.0635055234195711	1.19719
protein_coding	EPHA2	"ENSG00000142627.12"	-0.973762946610052	0.00043549763140629	0.00835487588581077	2.07806
protein_coding	ARHGEF19	"ENSG00000142632.16"	0.739080574085012	0.006398640964157	0.0517325707208966	1.28624
protein_coding	CPLANE2	"ENSG00000132881.11"	0.706452146822625	0.00022905774651947	0.00536040762240345	2.2708
protein_coding	FBXO42	"ENSG00000037637.10"	0.0848106871450211	0.489010559701167	0.724365200139209	0.140042
protein_coding	SZRD1	"ENSG00000055070.16"	-0.0190796164177538	0.740721265311398	0.883436644321627	0.0538246
protein_coding	NECAP2	"ENSG00000157191.19"	0.168890686821462	0.299134146944035	0.556665866959774	0.254405
protein_coding	NBPF1	"ENSG00000219481.10"	-0.686707506530019	0.0112732745534965	0.0751182076416716	1.12425
protein_coding	CROCC	"ENSG00000058453.16"	0.525106168496982	0.00244828651031232	0.0271298474944703	1.56655
protein_coding	MFAP2	"ENSG00000117122.13"	0.583884149570365	0.145323476415551	0.372710209815934	0.428629
protein_coding	ATP13A2	"ENSG00000159363.17"	-0.468907327020784	0.0316465966072687	0.147875915055783	0.830103
protein_coding	SDHB	"ENSG00000117118.9"	0.0215967802536421	0.88935307003992	0.95228050154551	0.0212351
protein_coding	PADI1	"ENSG00000142623.10"	-1.78159186560875	0.000423246546684001	0.00820404814677727	2.08597
protein_coding	RCC2	"ENSG00000179051.13"	-0.174043350102004	0.449765662061184	0.692965422263936	0.159288
protein_coding	ARHGEF10L	"ENSG00000074964.16"	0.123024875299532	0.379094930288492	0.63541988427755	0.196939
protein_coding	ALDH4A1	"ENSG00000159423.16"	0.2207199147011	0.319674563596993	0.57730422158672	0.238595
protein_coding	IFFO2	"ENSG00000169991.10"	0.129562754295851	0.440079790515813	0.686858432209673	0.163133
protein_coding	UBR4	"ENSG00000127481.14"	-0.347376137724903	0.199481040133284	0.446660150010258	0.350023
protein_coding	EMC1	"ENSG00000127463.14"	-0.298675550195717	0.0352492576768328	0.158022687197254	0.801281
protein_coding	MRTO4	"ENSG00000053372.4"	-0.22436337036045	0.433271454497223	0.680822457647609	0.166966
protein_coding	AKR7A2	"ENSG00000053371.12"	0.0731249922109726	0.631606349361361	0.822744436838243	0.084735
protein_coding	PQLC2	"ENSG00000040487.12"	0.329778639531046	0.0570809047686316	0.212393401518029	0.672859
protein_coding	CAPZB	"ENSG00000077549.17"	-0.19871960914217	0.0461619667892642	0.186575454707368	0.729145
protein_coding	MINOS1	"ENSG00000173436.14"	-0.0360673899113248	0.842168116176612	0.933226741978623	0.0300128
protein_coding	NBL1	"ENSG00000158747.14"	0.526866415833021	0.00089057937922433	0.0137422114148218	1.86194
protein_coding	TMCO4	"ENSG00000162542.13"	-0.19250655737165	0.207968259608171	0.458034113138208	0.339102
protein_coding	OTUD3	"ENSG00000169914.5"	-0.387843697131557	0.0364065862733327	0.161751587180416	0.791151
protein_coding	PLA2G5	"ENSG00000127472.10"	-0.789188197239491	0.0580366301526736	0.21471680542461	0.668134
protein_coding	CAMK2N1	"ENSG00000162545.5"	-0.457832442517625	0.00165212146905654	0.0209747486249061	1.6783
protein_coding	MUL1	"ENSG00000090432.6"	0.238174127780914	0.0707080039163993	0.242795094765687	0.61476
protein_coding	CDA	"ENSG00000158825.5"	-0.316691382515463	0.424416396677912	0.673302555223601	0.17179
protein_coding	PINK1	"ENSG00000158828.7"	-0.104970630647628	0.651602136923217	0.834933504081276	0.0783481
protein_coding	DDOST	"ENSG00000244038.9"	0.0193961421404399	0.82974216914907	0.926799308605173	0.0330143
protein_coding	KIF17	"ENSG00000117245.12"	-0.515221415633249	0.391072349991251	0.646517906918681	0.189419
protein_coding	SH2D5	"ENSG00000189410.11"	-0.21021649618972	0.703632086863092	0.862945248352514	0.0640168
protein_coding	HP1BP3	"ENSG00000127483.17"	-0.400090388955317	0.00101830356570553	0.0151485358786493	1.81963
protein_coding	EIF4G3	"ENSG00000075151.20"	-0.331387878620537	0.0127242344838186	0.0817532065585345	1.0875
protein_coding	ECE1	"ENSG00000117298.15"	-0.132492889784301	0.358596895734432	0.616866505926038	0.209809
protein_coding	NBPF3	"ENSG00000142794.18"	-0.658630649262291	0.00180123400425737	0.0220887458678583	1.65583
protein_coding	ALPL	"ENSG00000162551.13"	-0.377852241362828	0.0906908387967645	0.284298137351119	0.546226
protein_coding	USP48	"ENSG00000090686.15"	-0.209520046404443	0.0365462894811439	0.162130652085098	0.790135
protein_coding	HSPG2	"ENSG00000142798.19"	-1.01375270757361	0.000870306193593308	0.0135687387092843	1.86746
protein_coding	CDC42	"ENSG00000070831.15"	-0.586400345790401	0.152920306167332	0.383226308629833	0.416545
protein_coding	ZBTB40	"ENSG00000184677.17"	-0.450313512969959	0.00234141663371493	0.0262314776080365	1.58118
protein_coding	EPHB2	"ENSG00000133216.16"	-0.0413037211349781	0.905557094350964	0.959976818746567	0.0177393
protein_coding	KDM1A	"ENSG00000004487.16"	-0.148511955819214	0.130100993657342	0.351128989943209	0.454533
protein_coding	LUZP1	"ENSG00000169641.13"	-0.188540682981885	0.174658826846519	0.413313934429943	0.38372
protein_coding	HNRNPR	"ENSG00000125944.19"	-0.442232307795443	0.00211379386347358	0.0244249700224319	1.61217
protein_coding	ZNF436	"ENSG00000125945.14"	-0.191916704717424	0.391701392629382	0.646751865761214	0.189262
protein_coding	TCEA3	"ENSG00000204219.10"	0.76597851480814	1.27281973419024e-05	0.000714996487162798	3.1457
protein_coding	ASAP3	"ENSG00000088280.18"	0.444087802979722	0.130401543414039	0.35174907819936	0.453767
protein_coding	E2F2	"ENSG00000007968.6"	-1.73986589622954	0.00172490100327162	0.0215699449284956	1.66615
protein_coding	ID3	"ENSG00000117318.8"	-0.313315712276914	0.649863126920524	0.834131721200871	0.0787654
protein_coding	RPL11	"ENSG00000142676.14"	0.0236600599702081	0.882783856302996	0.949269669748411	0.0226104
protein_coding	ELOA	"ENSG00000011007.12"	-0.0671437259091439	0.72507293250001	0.874216382095378	0.0583811
protein_coding	PITHD1	"ENSG00000057757.9"	0.536358099327094	0.0218167697492285	0.116309288226753	0.934386
protein_coding	LYPLA2	"ENSG00000011009.10"	-0.0254741006165516	0.908179695515624	0.960775481998289	0.0173781
protein_coding	GALE	"ENSG00000117308.14"	-0.0219120804082945	0.893542346609527	0.954366739650444	0.0202847
protein_coding	HMGCL	"ENSG00000117305.14"	0.563739075695128	0.00149416393833575	0.0195876600271052	1.70802
protein_coding	FUCA1	"ENSG00000179163.11"	0.0384106770263211	0.903574999017035	0.959581713832141	0.017918
protein_coding	PNRC2	"ENSG00000189266.12"	0.0961273313176089	0.364128726942127	0.622371609196119	0.20595
protein_coding	SRSF10	"ENSG00000188529.14"	-0.235575100642826	0.0033188942656252	0.03344924808885	1.47561
protein_coding	MYOM3	"ENSG00000142661.18"	0.642659611099531	0.359289936678519	0.617642232283474	0.209263
protein_coding	STPG1	"ENSG00000001460.17"	0.381941908465298	0.126398738464081	0.345199632749283	0.46193
protein_coding	NIPAL3	"ENSG00000001461.16"	-0.233169965494936	0.524096426509855	0.748935326329177	0.125556
protein_coding	RCAN3	"ENSG00000117602.11"	-0.167059258485097	0.20848839049765	0.458299358318533	0.338851
protein_coding	SRRM1	"ENSG00000133226.16"	-0.496589577874821	9.75308187581011e-05	0.00289648440665613	2.53813
protein_coding	CLIC4	"ENSG00000169504.14"	-0.779865372755849	1.22029526765452e-06	0.000132771688026703	3.87689
protein_coding	SYF2	"ENSG00000117614.9"	0.381894904987493	0.012814153259993	0.0818857012845657	1.08679
protein_coding	RSRP1	"ENSG00000117616.17"	-0.527234043309191	0.000356708288065791	0.00737460990555989	2.13226
protein_coding	TMEM50A	"ENSG00000183726.10"	-0.0165423774548658	0.917774083299736	0.964627026206873	0.0156406
protein_coding	MACO1	"ENSG00000204178.10"	0.225825913079789	0.133800999819968	0.357246574985001	0.447032
protein_coding	LDLRAP1	"ENSG00000157978.11"	-0.00496567997946824	0.971544372832411	0.987980312800243	0.00525171
protein_coding	MAN1C1	"ENSG00000117643.14"	0.575860478380579	0.504051051311088	0.735265586682422	0.133556
protein_coding	SELENON	"ENSG00000162430.16"	-0.0813627683260496	0.687076820161092	0.853037404741066	0.0690319
protein_coding	MTFR1L	"ENSG00000117640.17"	0.135491097988908	0.15068814587585	0.379610867403316	0.420661
protein_coding	AUNIP	"ENSG00000127423.10"	-1.09918056269884	0.0176935679553413	0.100895303726977	0.996129
protein_coding	PAQR7	"ENSG00000182749.5"	0.506484773974539	0.00487339993821029	0.0431706423265367	1.36481
protein_coding	STMN1	"ENSG00000117632.22"	-0.80211032741137	0.0115297888510584	0.076192497220582	1.11809
protein_coding	PAFAH2	"ENSG00000158006.13"	0.171626589298104	0.273422028288961	0.532472136335433	0.273703
protein_coding	TRIM63	"ENSG00000158022.6"	0.037184574746534	0.968472586724606	0.986839238469328	0.00575359
protein_coding	PDIK1L	"ENSG00000175087.9"	-0.0909422635367528	0.70567312280242	0.86375131946895	0.0636113
protein_coding	ZNF593	"ENSG00000142684.8"	0.49581246125982	0.0609003956017572	0.221410072399949	0.654803
protein_coding	CEP85	"ENSG00000130695.15"	-0.405633579620744	0.014658049283451	0.0890354044902691	1.05044
protein_coding	SH3BGRL3	"ENSG00000142669.14"	-0.129803346596851	0.470654387628913	0.710150248202912	0.14865
protein_coding	UBXN11	"ENSG00000158062.20"	0.312803649077128	0.113402456276049	0.323740914893025	0.489802
protein_coding	DHDDS	"ENSG00000117682.16"	0.177627688296951	0.463229580916553	0.703467399561135	0.152756
protein_coding	HMGN2	"ENSG00000198830.10"	-0.716206598197248	0.0018348519647124	0.0223999208730574	1.64975
protein_coding	RPS6KA1	"ENSG00000117676.13"	0.204305350827299	0.434384965098885	0.681662798015215	0.16643
protein_coding	ARID1A	"ENSG00000117713.19"	-0.334676304049209	0.0890961111251326	0.280953381093976	0.551366
protein_coding	PIGV	"ENSG00000060642.10"	0.312940200248417	0.179795262146616	0.420528507383879	0.376205
protein_coding	ZDHHC18	"ENSG00000204160.11"	0.509989612289204	0.0244637471193103	0.12591017135359	0.899939
protein_coding	GPN2	"ENSG00000142751.14"	0.245817948881172	0.0240516480573712	0.124540997891712	0.904688
protein_coding	GPATCH3	"ENSG00000198746.12"	0.475915055786361	0.00382728909782731	0.0366642489024511	1.43576
protein_coding	NUDC	"ENSG00000090273.13"	0.0719426016330746	0.781738484685293	0.904704491670727	0.0434933
protein_coding	TRNP1	"ENSG00000253368.3"	-0.0192158085193627	0.902852897396623	0.959293270268306	0.0180486
protein_coding	TENT5B	"ENSG00000158246.7"	-0.744908912946823	0.00117313653314313	0.016562020304233	1.78089
protein_coding	SLC9A1	"ENSG00000090020.10"	0.0130158232702047	0.926346237070841	0.967971749721554	0.0141373
protein_coding	WDTC1	"ENSG00000142784.15"	0.13124567501871	0.434904456225318	0.682005935833478	0.166212
protein_coding	TMEM222	"ENSG00000186501.14"	-0.227833872441059	0.139163339926789	0.364301537855629	0.438539
protein_coding	MAP3K6	"ENSG00000142733.15"	0.301543020269522	0.0428550851592152	0.17819993368673	0.749092
protein_coding	GPR3	"ENSG00000181773.6"	-0.19186869056925	0.565978470191095	0.776767800079962	0.109709
protein_coding	WASF2	"ENSG00000158195.10"	-0.176169409454432	0.186818987771946	0.429741332056888	0.366793
protein_coding	AHDC1	"ENSG00000126705.14"	-0.251463477033628	0.209539470649864	0.459977572140317	0.337263
protein_coding	IFI6	"ENSG00000126709.14"	1.17621183722603	0.026945257801375	0.13409698402334	0.872581
protein_coding	FAM76A	"ENSG00000009780.15"	0.229989170939915	0.210230655857903	0.460818070046162	0.33647
protein_coding	STX12	"ENSG00000117758.13"	-0.0408628482545133	0.820381973130837	0.923611306003644	0.0345108
protein_coding	PPP1R8	"ENSG00000117751.17"	-0.0723863727271618	0.59394029642143	0.796229342428081	0.0989618
protein_coding	THEMIS2	"ENSG00000130775.15"	1.28734271665802	3.25539271286507e-05	0.00136305853308895	2.86549
protein_coding	RPA2	"ENSG00000117748.9"	-0.12244185369192	0.52916697079601	0.751788302200278	0.123904
protein_coding	XKR8	"ENSG00000158156.7"	0.178463396180224	0.316844744505872	0.57433685811634	0.240833
protein_coding	EYA3	"ENSG00000158161.15"	-0.553342228852014	3.24873749543981e-05	0.00136305853308895	2.86549
protein_coding	DNAJC8	"ENSG00000126698.10"	-0.00417259801436521	0.975090877405869	0.98983980887573	0.00443508
protein_coding	ATP5IF1	"ENSG00000130770.17"	0.0673174914818552	0.668740176108461	0.844837788378059	0.0732267
protein_coding	SESN2	"ENSG00000130766.4"	0.419770892664444	0.197245481294041	0.443727911887863	0.352883
protein_coding	MED18	"ENSG00000130772.13"	0.336048717177022	0.0490872636268664	0.193980581023879	0.712242
protein_coding	PHACTR4	"ENSG00000204138.12"	-0.305715756351549	0.0185275304148325	0.104215610703205	0.982067
protein_coding	RCC1	"ENSG00000180198.16"	0.785451591285855	0.000195420386352188	0.00480682554284771	2.31814
protein_coding	TRNAU1AP	"ENSG00000180098.9"	0.0607125109285682	0.719656623239683	0.871997645822256	0.0594847
protein_coding	TAF12	"ENSG00000120656.11"	0.308542616795491	0.0338280324109302	0.15387264300193	0.812839
protein_coding	RAB42	"ENSG00000188060.7"	0.339010701318301	0.53889509117353	0.757887658705417	0.120395
protein_coding	GMEB1	"ENSG00000162419.12"	0.152525786120422	0.293602446309037	0.552371332157328	0.257769
protein_coding	YTHDF2	"ENSG00000198492.15"	-0.0386880763490912	0.669302592160819	0.845246253246752	0.0730167
